"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 25 10:42:53 IST 2023","Fri Aug 25 10:43:50 IST 2023","56938","","","","","","Verify user logs in and navigates to Amazon website",""
