"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 18 16:43:45 IST 2023","Fri Aug 18 16:44:29 IST 2023","43882","","","","","","Verify user logs in and navigates to Amazon website",""
