"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 22 14:40:19 IST 2023","Tue Aug 22 14:41:05 IST 2023","45826","","","","","","Verify user logs in and navigates to Amazon website",""
