"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 18 13:36:59 IST 2023","Fri Aug 18 13:37:40 IST 2023","41098","","","","","","Verify user logs in and navigates to Amazon website",""
