"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 18 13:38:28 IST 2023","Fri Aug 18 13:39:17 IST 2023","49831","","","","","","Verify user logs in and navigates to Amazon website",""
