"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 18 13:35:42 IST 2023","Fri Aug 18 13:36:25 IST 2023","43337","","","","","","Verify user logs in and navigates to Amazon website",""
